business_name,address,owner_name,email,phone,website,category,city,source
Mayami Wynwood,"127 NW 23rd St, Miami, FL 33127, USA",,info@mayamiwynwood.com,(786) 660-1341,https://www.mayamiwynwood.com/,restaurant,"Miami, USA",google_maps
Marabu Restaurant,"701 S Miami Ave Fl 4, Miami, FL 33131, USA",,hello@maraburestaurant.com,(786) 598-8012,https://www.maraburestaurant.com/,restaurant,"Miami, USA",google_maps
The Capital Grille,"444 Brickell Ave, Miami, FL 33131, USA",,,(305) 374-4500,https://www.thecapitalgrille.com/locations/fl/miami/miami/8006?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:miami-fl-8006_pl:locurl_rd:1004,fine dining restaurant,"Miami, USA",google_maps
Seaspice Brasserie & Lounge,"412 NW N River Dr, Miami, FL 33128, USA",,,(305) 440-4200,http://www.seaspice.com/,fine dining restaurant,"Miami, USA",google_maps
Moxies Miami Restaurant,"900 S Miami Ave #161, Miami, FL 33130, USA",,adeleon@eatzhospitality.com,(305) 549-8997,https://moxies.com/restaurants/miami-mary-brickell?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,restaurant,"Miami, USA",google_maps
Sunny’s Steakhouse,"7357 NW Miami Ct, Miami, FL 33150, USA",,,,https://sunnysmia.com/,steak house,"Miami, USA",google_maps
Elia on the River,"1440 NW N River Dr Suite 195, Miami, FL 33125, USA",,,(305) 904-4045,https://www.eliaontheriver.com/,restaurant,"Miami, USA",google_maps
Santorini by Georgios,"101 Ocean Dr # 101, Miami Beach, FL 33139, USA",,groups@santorinibygeorgios.com,(305) 672-6624,https://santorinibygeorgios.com/,greek restaurant,"Miami, USA",google_maps
Nusr-Et Steakhouse,"999 Brickell Ave, Miami, FL 33131, USA",,michelle.sabel@nusr-etus.com,(305) 415-9990,https://www.nusr-et.com.tr/distinctive-venues/miami.5.aspx?&utm_source=google+business+profile&utm_medium=organic&utm_content=gbp+link+website&utm_creative_format=gbp+link+website&business_id=15624168890025590037,steak house,"Miami, USA",google_maps
MAYU by Aromas Del Peru,"177 SW 7th St, Miami, FL 33130, USA",,,(305) 860-1426,https://mayumiami.com/,peruvian restaurant,"Miami, USA",google_maps
La Grande Boucherie,"145 W 53rd St, New York, NY 10019, USA",,contact_chicago@boucherieus.com,(212) 510-7714,https://www.boucherieus.com/,french restaurant,"New York City, USA",google_maps
The Modern,"9 W 53rd St, New York, NY 10019, USA",Danny Meyer,,(212) 333-1220,https://www.themodernnyc.com/the-modern/,restaurant,"New York City, USA",google_maps
The Smith,"1150 Broadway, New York, NY 10010, USA",,info@thesmithrestaurant.com,(212) 685-4500,https://thesmithrestaurant.com/location/nomad/,american restaurant,"New York City, USA",google_maps
Manhatta,"28 Liberty St 60th floor, New York, NY 10005, USA",,,(212) 230-5788,https://www.manhattarestaurant.com/,fine dining restaurant,"New York City, USA",google_maps
The Capital Grille,"200 Park Ave, New York, NY 10166, USA",,,(212) 548-8338,https://www.thecapitalgrille.com/locations/ny/new-york/nyc-metlife-building/8074?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:new-york-ny-8074_pl:locurl_rd:1067,fine dining restaurant,"New York City, USA",google_maps
Le Bernardin,"155 W 51st St, New York, NY 10019, USA",,,(212) 554-1515,https://www.le-bernardin.com/home,french restaurant,"New York City, USA",google_maps
Butter,"70 W 45th St, New York, NY 10036, USA",,reservations@butterrestaurant.com,(646) 719-1364,http://www.butterrestaurant.com/,american restaurant,"New York City, USA",google_maps
1803 NYC,"82 Reade St, New York, NY 10007, USA",,1803nyc@gmail.com,(212) 267-3000,https://1803nyc.com/,cajun restaurant,"New York City, USA",google_maps
Eataly,"101 Liberty St, New York, NY 10007, USA",Our Makers,customerservice@eataly.com,(212) 897-2895,https://www.eataly.com/us_en/stores/nyc-downtown/restaurants,italian restaurant,"New York City, USA",google_maps
Per Se,"10 Columbus Cir, New York, NY 10019, USA",,,(212) 823-9335,https://www.thomaskeller.com/perseny,fine dining restaurant,"New York City, USA",google_maps
abc kitchen,"35 E 18th St, New York, NY 10003, USA",,,(212) 475-5829,https://www.abckitchen.nyc/,restaurant,"New York City, USA",google_maps
ONE Dine at One World Observatory,"117 West St, New York, NY 10007, USA",,,(212) 602-4070,https://www.oneworldobservatory.com/bar-restaurant/?utm_source=googlebusiness&utm_medium=organic&utm_campaign=places,american restaurant,"New York City, USA",google_maps
Don Angie,"103 Greenwich Ave, New York, NY 10014, USA",,,(212) 889-8884,http://donangie.com/,italian restaurant,"New York City, USA",google_maps
Altair Restaurant NYC,"351 W 38th St, New York, NY 10018, USA",,,(929) 561-6131,https://www.altairnyc.com/,american restaurant,"New York City, USA",google_maps
Minetta Tavern,"113 MacDougal St, New York, NY 10012, USA",,events@minettatavernny.com,(212) 475-3850,http://www.minettatavernny.com/,french restaurant,"New York City, USA",google_maps
Brooklyn Chop House Steakhouse Downtown NYC,"150 Nassau St, New York, NY 10038, USA",,,(212) 619-1200,https://www.brooklynchophouse.com/,steak house,"New York City, USA",google_maps
Nobu Downtown,"195 Broadway, New York, NY 10007, USA",,,(212) 219-0500,https://www.noburestaurants.com/downtown/home/?utm_source=google&utm_medium=Yext,japanese restaurant,"New York City, USA",google_maps
Atera,"77 Worth St, New York, NY 10013, USA",,reservations@ateranyc.com,(212) 226-1444,http://www.ateranyc.com/,american restaurant,"New York City, USA",google_maps
Pink Mamma,"20bis Rue de Douai, 75009 Paris, France",,,09 73 03 40 29,https://www.bigmammagroup.com/italian-restaurants/pink-mamma?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,italian restaurant,"Paris, France",google_maps
Sphère,"18 Rue La Boétie, 75008 Paris, France",,,01 71 25 26 91,https://restaurantsphere.com/,fine dining restaurant,"Paris, France",google_maps
Le Ju',"16 Rue des Archives, 75004 Paris, France",,,01 42 78 11 47,https://le-ju-paris.fr/,restaurant,"Paris, France",google_maps
Le Tout-Paris,"8 Quai du Louvre, 75001 Paris, France",,,01 79 35 50 22,http://letoutparis.fr/?y_source=1_MjM2NzUwMDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,french restaurant,"Paris, France",google_maps
Le Marais Restaurant Paris,"47 R. de Turbigo, 75003 Paris, France",Cem A.,contact@privateaser.com,09 87 36 09 13,https://www.privateaser.com/lieu/44897-le-marais-restaurant,mediterranean restaurant,"Paris, France",google_maps
Chouchou,"23 Bd de Sébastopol, 75001 Paris, France",,restauchouchou@gmail.com,01 45 08 02 03,http://www.restaurantchouchouparis.fr/,french restaurant,"Paris, France",google_maps
Epicure,"112 Rue du Faubourg Saint-Honoré, 75008 Paris, France",Arnaud Faye,epicure@oetkerhotels.com,01 53 43 43 40,https://www.oetkerhotels.com/hotels/le-bristol-paris/restaurants-bars/epicure/?utm_source=google&utm_medium=organic&utm_campaign=google_local_epicure,fine dining restaurant,"Paris, France",google_maps
Au Bourguignon du Marais,"52 Rue François Miron, 75004 Paris, France",,,01 48 87 15 40,http://aubourguignondumarais.fr/?utm_source=gmb,french restaurant,"Paris, France",google_maps
La Maison du Boulevard,"40 Bd de l'Hôpital, 75005 Paris, France",,,,https://www.instagram.com/lamaisonduboulevard_paris/,french restaurant,"Paris, France",google_maps
Le Cinq,"31 Av. George V, 75008 Paris, France",,,01 49 52 71 54,https://www.fourseasons.com/paris/dining/restaurants/le_cinq/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-par-fab-mid-seo-na&utm_content=na-na&utm_term=na,restaurant,"Paris, France",google_maps
Bistrot Richelieu,"45 Rue de Richelieu, 75001 Paris, France",,,01 42 60 19 16,https://www.bistrotrichelieu.com/,french restaurant,"Paris, France",google_maps
Restaurant Guy Savoy,"11 Quai de Conti, 75006 Paris, France",,reserv@guysavoy.com,01 43 80 40 61,http://www.guysavoy.com/,french restaurant,"Paris, France",google_maps
Le Paris Paris,"8 Rue de Montfaucon, 75006 Paris, France",,,01 43 26 50 56,http://www.leparisparis.fr/,restaurant,"Paris, France",google_maps
Le Colimaçon,"44 Rue Vieille du Temple, 75004 Paris, France",,contactcolimacon@gmail.com,,https://le-colimacon.fr/,french restaurant,"Paris, France",google_maps
Le P'tit Bistrot,"8 Rue Saint-Martin, 75004 Paris, France",,,01 42 78 55 80,,bistro,"Paris, France",google_maps
Au Vieux Comptoir,"17 Rue des Lavandières Sainte-Opportune, 75001 Paris, France",,auvieuxcomptoir@gmail.com,01 45 08 53 08,https://www.au-vieux-comptoir.com/,french restaurant,"Paris, France",google_maps
L'Orangerie,"31 Av. George V, 75008 Paris, France",,,01 49 52 72 24,https://www.fourseasons.com/paris/dining/restaurants/l-orangerie/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-par-fab-mid-seo-na&utm_content=na-na&utm_term=na,restaurant,"Paris, France",google_maps
Restaurant L'Ange 20,"44 Rue des Tournelles, 75004 Paris, France",,,01 49 96 58 39,http://www.lange20.com/,french restaurant,"Paris, France",google_maps
Pur' - Jean-François Rouquette,"5 Rue de la Paix, 75002 Paris, France",,reservations.restaurants@hyatt.com,01 58 71 10 60,https://www.paris-restaurant-pur.fr/,fine dining restaurant,"Paris, France",google_maps
Le Saint-Regis - Paris,"6 Rue Jean du Bellay, 75004 Paris, France",,,01 43 54 59 41,http://www.lesaintregis-paris.com/,french restaurant,"Paris, France",google_maps
Hustlers. Syd,"LG/24 York St, Sydney NSW 2000, Australia",,hello@hustlerssyd.com.au,0402 641 929,http://www.hustlerssyd.com.au/,asian fusion restaurant,"Sydney, Australia",google_maps
The Blue Door,"8/38 Waterloo St, Surry Hills NSW 2010, Australia",,eat@thebluedoorsurryhills.com.au,0417 909 635,http://www.thebluedoorsurryhills.com.au/,fine dining restaurant,"Sydney, Australia",google_maps
Grana,"Ground Floor/5-7 Young St, Sydney NSW 2000, Australia",,,(02) 7228 1400,https://www.grana.sydney/,restaurant,"Sydney, Australia",google_maps
The Sanderson,"Enter Via Wynyard Lane, 285 George St, Sydney NSW 2000, Australia",,,(02) 7225 5559,https://thesanderson.com.au/,restaurant,"Sydney, Australia",google_maps
Bennelong,"Sydney Opera House, Bennelong Point, Sydney NSW 2000, Australia",The Team,reservations@bennelong.com.au,(02) 9240 8000,http://www.bennelong.com.au/,australian restaurant,"Sydney, Australia",google_maps
Aalia Restaurant Sydney,"Shop 7.07-7.08/25 Martin Pl, Sydney NSW 2000, Australia",,info@aaliarestaurant.com,(02) 9182 5880,https://www.aaliarestaurant.com/?utm_content=AALIA+Restaurant+Sydney&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_6952976032146166324,middle eastern restaurant,"Sydney, Australia",google_maps
Esteban,"1 Temperance Ln, Sydney NSW 2000, Australia",,info@estebanrestaurant.com.au,(02) 9290 7022,https://www.estebanrestaurant.com.au/,mexican restaurant,"Sydney, Australia",google_maps
Aria Restaurant Sydney,"1 Macquarie St, Sydney NSW 2000, Australia",,res.ariasydney@solotel.com.au,(02) 9240 2255,https://www.ariasydney.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=Aria_Restaurant_Sydney&utm_term=plcid_18420151015366914459,fine dining restaurant,"Sydney, Australia",google_maps
BISTECCA,"3 Dalley St, Sydney NSW 2000, Australia",,,(02) 8067 0450,https://www.liquidandlarder.com.au/venues/bistecca/,steak house,"Sydney, Australia",google_maps
Cafe Sydney Restaurant,"Level 5 Customs House, 31 Alfred St, Sydney NSW 2000, Australia",,reservations@cafesydney.com,(02) 9251 8683,http://www.cafesydney.com/,cocktail bar,"Sydney, Australia",google_maps
NOMAD Sydney,"16 Foster St, Surry Hills NSW 2010, Australia",,eat@nomad.sydney,(02) 9280 3395,https://nomad.sydney/,australian restaurant,"Sydney, Australia",google_maps
Infinity at Sydney Tower,"Westfield Sydney, Level 4/108 Market St, Sydney NSW 2000, Australia",,reservations@infinitysydneytower.com.au,,https://infinitysydneytower.com.au/,fine dining restaurant,"Sydney, Australia",google_maps
"Luna Lu - Asian Fusion, The Rocks","Ground Level, Bays 4 and 5, Campbells Cove, 7-27 Circular Quay W, The Rocks NSW 2000, Australia",,reservations@lunalu.com.au,(02) 8220 8401,http://www.lunalu.com.au/,asian fusion restaurant,"Sydney, Australia",google_maps
Lana,"Level 1/5-7 Young St, Sydney NSW 2000, Australia",,lana@hinchcliffhouse.com,(02) 7228 1400,https://lana.sydney/,italian restaurant,"Sydney, Australia",google_maps
Primi Italian,"168 Clarence St, Sydney NSW 2000, Australia",,info@test.com,(02) 8296 6430,https://primiitalian.com.au/,italian restaurant,"Sydney, Australia",google_maps
MuMu,"330C George St, Sydney NSW 2000, Australia",,,(02) 9114 7393,https://merivale.com/venues/mumu/?utm_source=googlemybusines_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_mumu&utm_content=website,restaurant,"Sydney, Australia",google_maps
Mr. Wong,"3 Bridge Ln, Sydney NSW 2000, Australia",,,(02) 9114 7317,https://merivale.com/venues/mrwong?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_mr.wong&utm_content=website,cantonese restaurant,"Sydney, Australia",google_maps
Bouillon L'Entrecôte,"6 Loftus St, Sydney NSW 2000, Australia",,,,http://bouillonlentrecote.com.au/,french restaurant,"Sydney, Australia",google_maps
Restaurant Hubert,"15 Bligh St, Sydney NSW 2000, Australia",Brendan Fong,reservations@restauranthubert.com,(02) 8302 2322,https://www.swillhouse.com/venues/restaurant-hubert,french restaurant,"Sydney, Australia",google_maps
The Gidley,"Basement/161 King St, Sydney NSW 2000, Australia",,,(02) 9169 6898,https://www.liquidandlarder.com.au/venues/the-gidley/,steak house,"Sydney, Australia",google_maps
RASA,"196 Robert St, Toronto, ON M5S 2K7, Canada",,rasa@thefooddudes.com,(647) 350-8221,http://www.rasabar.ca/,restaurant,"Toronto, Canada",google_maps
Black+Blue,"130 King St W, Toronto, ON M5X 2A2, Canada",,,(647) 368-8283,https://blackandbluesteakhouse.ca/toronto-home/,restaurant,"Toronto, Canada",google_maps
Canoe,"66 Wellington St W 54th floor, Toronto, ON M5K 1E9, Canada",,donations@oliverbonacini.com,(416) 364-0054,http://www.canoerestaurant.com/,wine bar,"Toronto, Canada",google_maps
KŌST,"80 Blue Jays Way 44th Floor, Toronto, ON M5V 2G3, Canada",,info@kosttoronto.com,(437) 800-5938,https://kosttoronto.com/,californian restaurant,"Toronto, Canada",google_maps
Chop Steakhouse & Bar,"181 University Ave, Toronto, ON M5H 3M7, Canada",,,(416) 752-0969,https://chop.ca/locations/toronto-downtown,steak house,"Toronto, Canada",google_maps
Richmond Station,"1 Richmond St W, Toronto, ON M5H 3W4, Canada",,,(647) 748-1444,http://richmondstation.ca/,restaurant,"Toronto, Canada",google_maps
The Rabbit Hole,"21 Adelaide St W, Toronto, ON M5H 1L6, Canada",,,(647) 480-6963,http://therabbitholepub.ca/,restaurant,"Toronto, Canada",google_maps
PAI,"18 Duncan St, Toronto, ON M5H 3G8, Canada",,downtown@paitoronto.com,(416) 901-4724,http://www.paitoronto.com/,thai restaurant,"Toronto, Canada",google_maps
Aloette Restaurant,"163 Spadina Ave. 1st Floor, Toronto, ON M5V 2A5, Canada",,info@aloetterestaurant.com,(416) 260-3444,http://aloetterestaurant.com/,bistro,"Toronto, Canada",google_maps
Daphne,"67 Richmond St W, Toronto, ON M5H 1Z5, Canada",,info@daphnetoronto.com,(416) 203-1414,https://daphnetoronto.com/,american restaurant,"Toronto, Canada",google_maps
Earls Kitchen + Bar,"150 King St W #100, Toronto, ON M5H 1J9, Canada",,,(416) 916-0227,https://earls.ca/locations/financial--district/,restaurant,"Toronto, Canada",google_maps
The Carbon Bar,"99 Queen St E, Toronto, ON M5C 1S1, Canada",,,(416) 947-7000,https://thecarbonbar.ca/,barbecue restaurant,"Toronto, Canada",google_maps
360 The Restaurant at the CN Tower,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",,,(416) 362-5411,https://www.cntower.ca/dine-at-360-restaurant/overview,restaurant,"Toronto, Canada",google_maps
Jacobs & Co. Steakhouse,"81 Bay St. 4th Floor, Toronto, ON M5J 0E7, Canada",,,(416) 366-0200,http://www.jacobssteakhouse.com/,steak house,"Toronto, Canada",google_maps
Byblos Downtown,"11 Duncan St, Toronto, ON M5V 3M2, Canada",,,(647) 660-0909,https://byblosdowntown.com/,middle eastern restaurant,"Toronto, Canada",google_maps
The Chase,"10 Temperance St Fl 5, Toronto, ON M5H 1Y4, Canada",,events@thechaserg.com,(647) 348-7000,http://www.thechasetoronto.com/,restaurant,"Toronto, Canada",google_maps
Fox on John,"106 John St #3, Toronto, ON M5V 2E1, Canada",,info@foxonjohn.ca,(647) 748-0369,https://www.foxonjohn.ca/,wine bar,"Toronto, Canada",google_maps
GEORGE Restaurant,"111C Queen St E, Toronto, ON M5C 1S2, Canada",,concierge@verity.ca,(416) 863-6006,http://www.georgeonqueen.com/,bar,"Toronto, Canada",google_maps
