business_name,email,phone,website,city,address,owner_name,category
Pur' - Jean-François Rouquette,reservations.restaurants@hyatt.com,01 58 71 10 60,https://www.paris-restaurant-pur.fr/,"Paris, France",,,fine dining restaurant
Hustlers. Syd,hello@hustlerssyd.com.au,0402 641 929,http://www.hustlerssyd.com.au/,"Sydney, Australia",,,asian fusion restaurant
The Blue Door,eat@thebluedoorsurryhills.com.au,0417 909 635,http://www.thebluedoorsurryhills.com.au/,"Sydney, Australia",,,fine dining restaurant
Bennelong,reservations@bennelong.com.au,(02) 9240 8000,http://www.bennelong.com.au/,"Sydney, Australia",,,australian restaurant
Aalia Restaurant Sydney,info@aaliarestaurant.com,(02) 9182 5880,https://www.aaliarestaurant.com/?utm_content=AALIA+Restaurant+Sydney&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_6952976032146166324,"Sydney, Australia",,,middle eastern restaurant
New Amsterdam Cafe,hi@newamsterdamcafe.com,(604) 682-8955,http://newamsterdamcafe.com/,"Vancouver, Canada",,,restaurant
Joe's Café Dubai,joescafedubai@binhendiholding.com,04 320 0040,https://www.joescafedubai.com/,"Dubai, UAE",,,restaurant
"Arabian Tea House Restaurant & Cafe - Al Fahidi, Dubai",info@arabianteahouse.com,04 353 5071,http://www.arabianteahouse.com/,"Dubai, UAE",,,middle eastern restaurant
Evelyn's,hello@evelyns.co,0161 834 3303,http://www.evelyns.co/,"Manchester, UK",,,restaurant
MERCI MARCEL ORCHARD,hello@mercimarcelgroup.com,6970 9792,http://www.mercimarcelgroup.com/,Singapore,,,french restaurant
Cafe de Muse - The Restaurant,jris@cafedemusesg.com,6970 5011,https://www.cafedemusesg.com/,Singapore,,,restaurant
Le Jardin Cafe | Fort Canning,enquiries@lejardin.com.sg,8870 9977,http://www.lejardin.com.sg/,Singapore,,,european restaurant
Stacks Diner,hello@stacksdiner.com,020 854 5963,https://www.stacksdiner.com/,"Amsterdam, Netherlands",,,restaurant
Stamppot Amsterdam,info@stamppot-amsterdam.nl,020 303 8314,https://www.stamppot-amsterdam.nl/,"Amsterdam, Netherlands",,,restaurant
Hard Rock Cafe Amsterdam,amsterdam_social@hardrock.com,020 888 1358,https://cafe.hardrock.com/amsterdam/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,"Amsterdam, Netherlands",,,american restaurant
Stoop & Stoop eetcafé,info@stoopenstoop-amsterdam.nl,020 620 0982,http://www.stoopenstoop.nl/,"Amsterdam, Netherlands",,,dutch restaurant
Hollands Hap Hmm Restaurant,haphmm33@gmail.com,020 770 8924,http://www.hap-hmm.nl/,"Amsterdam, Netherlands",,,dutch restaurant
Broadway Diner,hello@broadwaydiner.co.nz,,https://broadwaydiner.co.nz/,"Auckland, New Zealand",,,hamburger restaurant
Federal Delicatessen,hello@thefed.co.nz,021 905 345,http://www.thefed.co.nz/,"Auckland, New Zealand",,,restaurant
Mr. Morris,eat@mrmorris.nz,09 869 5522,http://www.mrmorris.nz/,"Auckland, New Zealand",,,restaurant
Hard Rock Cafe | Berlin,berlin_social@hardrock.com,030 884620,https://cafe.hardrock.com/berlin/,"Berlin, Germany",,,american restaurant
Steakhouse & Restaurant Las Malvinas,info@las-malvinas.de,030 24727004,https://las-malvinas.de/,"Berlin, Germany",,,steak house
The Bird,thebirdreservations@gmail.com,030 20455600,http://www.thebirdinberlin.com/,"Berlin, Germany",,,american restaurant
Curry 61,info@curry61.de,030 40054033,http://www.curry61.de/,"Berlin, Germany",,,fast food restaurant
Agadón,agadon@dlksa.net,(601) 5552220,http://www.restauranteagadon.com/,"Bogotá, Colombia",,,american restaurant
La Cabaña Restaurant,info@lacabana.com.ar,011 4314-3710,http://www.lacabana.com.ar/,"Buenos Aires, Argentina",,,argentinian restaurant
Garibaldi Restaurante,hospitality@covermanager.com,,https://www.covermanager.com/reserve/module_restaurant/garibaldi-restaurante-buenos-aires-argentina/spanish?source=INSTAGRAM,"Buenos Aires, Argentina",,,restaurant
Cucina D'Onore,info@cucinadonore.com,011 4315-9260,http://www.cucinadonore.com/,"Buenos Aires, Argentina",,,italian restaurant
The Dog's Bollocks at YARD,info@yardco.co.za,083 440 7843,https://www.yardco.co.za/,"Cape Town, South Africa",,,hamburger restaurant
Arnolds Restaurant,manager@arnolds.co.za,021 424 4344,http://www.arnolds.co.za/,"Cape Town, South Africa",,,restaurant
Between Us,info@betweenus.capetown,079 729 5316,http://www.betweenus.capetown/,"Cape Town, South Africa",,,restaurant
Dinner In The Sky,info@dinnerinthesky.ae,058 819 3296,https://dinnerinthesky.ae/,"Dubai, UAE",,,restaurant
Mama Restaurant Dubai,reservation.dubai@mamashelter.com,04 527 0888,https://mamashelter.com/dubai/eat-drink/,"Dubai, UAE",,,restaurant
The Daily City Walk,hello@rovehotels.com,04 561 9999,https://www.rovehotels.com/en/hotels/rove-city-walk/daily-city-walk/?utm_source=google&utm_medium=local-search&utm_campaign=googlemybusiness,"Dubai, UAE",,,restaurant
"Carnival by Trèsind Restaurant & Bar | DIFC, Dubai",marketing@passionfandb.com,800 1604,http://www.carnivalbytresind.com/,"Dubai, UAE",,,restaurant
Thunder Road Cafe,reservations@thunderroadcafe.com,(01) 265 6752,https://www.thunderroadcafe.com/,"Dublin, Ireland",,,american restaurant
Shake Dog The Finer Diner,mrshakedog@gmail.com,,http://shakedog.ie/,"Dublin, Ireland",,,hot dog restaurant
BóBós Burgers Restaurant,info@bobos.ie,(01) 538 0100,http://bobos.ie/,"Dublin, Ireland",,,restaurant
Black Bear Diner North Houston,info@blackbeardiner.com,(346) 300-4012,https://blackbeardiner.com/location/houston-tx/,"Houston, USA",,,american restaurant
Ace Cafe Kuala Lumpur,info@acecafekualalumpur.com.my,03-2602 9880,https://www.acecafekualalumpur.com.my/,"Kuala Lumpur, Malaysia",,,restaurant
Bob's Diner,info@bobsdinerlos.com,0916 777 7771,https://bobsdinerlos.com/,"Lagos, Nigeria",,,restaurant
The Grid Lagos,reservation@thegridlagos.com,0805 325 1161,https://thegridlagos.com/,"Lagos, Nigeria",,,restaurant
Yellow Chilli Restaurant & Bar,support@yellowchilling.com,0808 994 8999,https://yellowchilling.com/,"Lagos, Nigeria",,,african restaurant
Electric Bar & Diner,enquiries@thened.com,020 3828 2000,https://www.thened.com/london/restaurants/electric-bar-and-diner?utm_source=google&utm_medium=local&utm_campaign=electric-bar-diner,"London, UK",,,american restaurant
Joe Allen,info@joeallen.co.uk,020 7836 0651,http://www.joeallen.co.uk/,"London, UK",,,american restaurant
Dinner by Heston Blumenthal,molon-reservations@mohg.com,020 7201 3833,https://www.mandarinoriental.com/en/london/hyde-park/dine/dinner-by-heston-blumenthal?src=loc.yext.molon.ggl,"London, UK",,,british restaurant
Hard Rock Cafe,piccadillycircus.jobs@hardrock.com,020 7287 4600,https://cafe.hardrock.com/piccadilly-circus/,"London, UK",,,american restaurant
Waffle Jack's American Diner,wafflejacks@aol.com,020 3659 1361,http://www.wafflejacks.co.uk/,"London, UK",,,american restaurant
Clark Street Diner,nfo@clarkstreetdiner.com,(323) 450-9149,http://www.clarkstreetdiner.la/,"Los Angeles, USA",,,restaurant
Sweet Diner,info@sweetdiner.co.uk,0161 337 8886,http://www.sweetdiner.co.uk/,"Manchester, UK",,,american restaurant
Easey's,oldmate@easeys.com.au,(03) 9417 2250,http://easeys.com.au/,"Melbourne, Australia",,,hamburger restaurant
Garden State Diner,gardendinein@gmail.com,(03) 8524 9547,https://www.gardenstatecafe.com.au/,"Melbourne, Australia",,,restaurant
Bowery To Williamsburg,info@bowerytowilliamsburg.com.au,(03) 9077 0162,http://bowerytowilliamsburg.com.au/,"Melbourne, Australia",,,american restaurant
Pepe's Italian & Liquor,info@pepesitalian.com.au,(03) 9663 7994,http://pepesitalian.com.au/,"Melbourne, Australia",,,italian restaurant
Animal Masaryk,contacto@grupocosteno.com,55 3378 1264,https://costeno.com/animal,"Mexico City, Mexico",,,mexican restaurant
Balcón del Zócalo,concierge.bz@centralhoteles.com,55 5130 5134,https://www.balcondelzocalo.com/,"Mexico City, Mexico",,,mexican restaurant
Chug's Diner,contact@chugsdiner.com,(786) 353-2940,http://chugsdiner.com/,"Miami, USA",,,restaurant
PONDICHÉRY CAFÉ - ALL-DAY DINING,h6451@sofitel.com,022 6117 5000,https://sofitel.accor.com/en/hotels/6451/R002.restaurant.html,"Mumbai, India",,,restaurant
Flute 24 Hrs,info@krishnapalaceresidency.com,022 6629 3333,http://www.krishnapalaceresidency.com/,"Mumbai, India",,,north indian restaurant
24/7 Restaurant,mumresv@thelalit.com,084510 04250,http://www.thelalit.com/the-lalit-mumbai/eat-and-drink/247-restaurant/,"Mumbai, India",,,buffet restaurant
Sacrée Fleur Montmartre,restosacreefleur@gmail.com,01 42 51 66 18,http://www.sacreefleur.fr/,"Paris, France",,,french restaurant
Il était un square - Burger paris,contact@iletaitunsquare.com,01 43 37 68 07,http://www.iletaitunsquare.com/,"Paris, France",,,hamburger restaurant
Francette,reservation@francette.paris,06 68 94 26 82,https://www.fugafamily.com/restaurants/francette,"Paris, France",,,french restaurant
Pedzouille La Grange,dismoitout@pedzouille.fr,01 88 33 23 69,http://www.pedzouille.fr/,"Paris, France",,,restaurant
Bar Luca,info@barluca.com.au,(02) 9247 9700,http://www.barluca.com.au/,"Sydney, Australia",,,hamburger restaurant
Lamen Kazu,lamenkazu@grupokazu.com.br,(11) 3277-4286,https://lamenkazu.com.br/,"São Paulo, Brazil",,,ramen restaurant
Vista Restaurante Ibirapuera,contato@vistasaopaulo.com.br,(11) 2658-3188,https://vistarestaurante.vistasaopaulo.com.br/,"São Paulo, Brazil",,,brazilian restaurant
Seen - Restaurant & Bar,reservas@seensp.com,(11) 3146-5922,http://www.seensp.com/,"São Paulo, Brazil",,,restaurant
Ráscal - Alameda Santos,sac@rascal.com.br,(11) 3141-0692,https://www.rascal.com.br/?utm_source=[gmb][alameda-santos]&utm_medium=[website]&utm_campaign=[youmap],"São Paulo, Brazil",,,mediterranean restaurant
Tokyo Diner,office@tokyodiner.com,020 7287 8777,http://www.tokyodiner.com/,"Tokyo, Japan",,,japanese restaurant
bills Omotesando,info@billsjapan.com,03-5772-1133,https://www.billsjapan.com/jp/locations/omotesando,"Tokyo, Japan",,,australian restaurant
Frankie's Diner,info@frankiesdiner.ca,(416) 588-1936,http://frankiesdiner.ca/,"Toronto, Canada",,,hamburger restaurant
El Viñedo Local,welcome@elvinedolocal.com,(404) 596-8239,https://www.elvinedolocal.com/,"Atlanta, USA",,,south american restaurant
MINT - Dubai Mall,info@mintconcept.ae,04 338 0839,https://www.mintconcept.ae/mints/mint-dubai/contact/?utm_source=google&utm_medium=local&utm_campaign=gbp,"Dubai, UAE",,,restaurant
News Cafe,hello@newscafesouthbeach.com,(786) 644-6061,https://newscafesouthbeach.com/,"Miami, USA",,,restaurant
Le Colimaçon,contactcolimacon@gmail.com,,https://le-colimacon.fr/,"Paris, France",,,french restaurant
Esteban,info@estebanrestaurant.com.au,(02) 9290 7022,https://www.estebanrestaurant.com.au/,"Sydney, Australia",,,mexican restaurant
Aria Restaurant Sydney,res.ariasydney@solotel.com.au,(02) 9240 2255,https://www.ariasydney.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=Aria_Restaurant_Sydney&utm_term=plcid_18420151015366914459,"Sydney, Australia",,,fine dining restaurant
NOMAD Sydney,eat@nomad.sydney,(02) 9280 3395,https://nomad.sydney/,"Sydney, Australia",,,australian restaurant
Infinity at Sydney Tower,reservations@infinitysydneytower.com.au,,https://infinitysydneytower.com.au/,"Sydney, Australia",,,fine dining restaurant
"Luna Lu - Asian Fusion, The Rocks",reservations@lunalu.com.au,(02) 8220 8401,http://www.lunalu.com.au/,"Sydney, Australia",,,asian fusion restaurant
Lana,lana@hinchcliffhouse.com,(02) 7228 1400,https://lana.sydney/,"Sydney, Australia",,,italian restaurant
Primi Italian,info@test.com,(02) 8296 6430,https://primiitalian.com.au/,"Sydney, Australia",,,italian restaurant
Restaurant Hubert,reservations@restauranthubert.com,(02) 8302 2322,https://www.swillhouse.com/venues/restaurant-hubert,"Sydney, Australia",,,french restaurant
RASA,rasa@thefooddudes.com,(647) 350-8221,http://www.rasabar.ca/,"Toronto, Canada",,,restaurant
KŌST,info@kosttoronto.com,(437) 800-5938,https://kosttoronto.com/,"Toronto, Canada",,,californian restaurant
PAI,downtown@paitoronto.com,(416) 901-4724,http://www.paitoronto.com/,"Toronto, Canada",,,thai restaurant
Daphne,info@daphnetoronto.com,(416) 203-1414,https://daphnetoronto.com/,"Toronto, Canada",,,american restaurant
The Chase,events@thechaserg.com,(647) 348-7000,http://www.thechasetoronto.com/,"Toronto, Canada",,,restaurant
Nightingale,info@hawknightingale.com,(604) 695-9500,http://hawknightingale.com/,"Vancouver, Canada",,,restaurant
Chambar Restaurant,info@chambar.com,(604) 879-7119,http://www.chambar.com/,"Vancouver, Canada",,,restaurant
Cardero's Restaurant,info@vancouverdine.com,(604) 669-7666,https://www.vancouverdine.com/carderos/,"Vancouver, Canada",,,seafood restaurant
Joe Fortes Seafood & Chop House,info@joefortes.ca,(604) 669-1940,http://www.joefortes.ca/,"Vancouver, Canada",,,seafood restaurant
Glowbal,info@glowbal.ca,(604) 602-0835,https://glowbalgroup.com/glowbal/,"Vancouver, Canada",,,restaurant
Coast,info@coastrestaurant.ca,(604) 685-5010,https://www.glowbalgroup.com/coast/,"Vancouver, Canada",,,restaurant
Lavantine Restaurant & Skybar,natasha@azurhotelvancouver.com,(604) 416-2855,https://lavantine.ca/,"Vancouver, Canada",,,restaurant
Italian Kitchen,info@theitaliankitchen.ca,(604) 687-2858,https://www.glowbalgroup.com/italiankitchen/,"Vancouver, Canada",,,restaurant
Five Sails Restaurant,info@fivesails.ca,(604) 844-2855,https://glowbalgroup.com/five-sails/,"Vancouver, Canada",,,restaurant
Marcel,eventsmarcel@rocketfarmrestaurants.com,(404) 665-4555,http://www.marcelatl.com/,"Atlanta, USA",,,french restaurant
By George restaurant and bar,bygeorge@thecandlerhotel.com,(470) 851-2752,https://www.bygeorgeatl.com/,"Atlanta, USA",,,restaurant
Poor Calvin's,info@poorcalvins.com,(404) 254-4051,http://www.poorcalvins.com/,"Atlanta, USA",,,asian fusion restaurant
Tabla,info@tablaatlanta.com,(404) 464-8571,https://tablaatlanta.com/,"Atlanta, USA",,,indian restaurant
Nikolai's Roof,nikolais_roof@hilton.com,(404) 221-6362,http://nikolaisroofatl.com/?SEO_id=GMB-HH-R-ATLAHHH-1&y_source=1_MTU0MDUxNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Atlanta, USA",,,restaurant
"The Sun Dial Restaurant, Bar & View",sundial@westin.com,(404) 589-7506,https://www.sundialrestaurant.com/,"Atlanta, USA",,,restaurant
Disfrutar,admin@cxcchefs.com,933 48 68 96,http://www.disfrutarbarcelona.com/,"Barcelona, Spain",,,fine dining restaurant
Casa Lolea,holabcn@casalolea.com,936 24 10 16,https://casalolea.com/,"Barcelona, Spain",,,restaurant
Arcano Restaurant cave,info@arcanobcn.com,932 95 64 67,https://www.arcanobarcelona.com/,"Barcelona, Spain",,,mediterranean restaurant
Prado de Flores Restaurant,reservaspradodeflores@hotmail.com,933 21 50 93,https://pradodeflores.es/,"Barcelona, Spain",,,mediterranean restaurant
2254 Barcelona Restaurant,info@2254tapasbarcelona.com,935 28 60 02,https://2254tapasbarcelona.com/,"Barcelona, Spain",,,tapas restaurant
Maleducat l Restaurante Eixample,reserves@maleducat.es,936 04 67 53,https://maleducat.es/?utm_source=GMB&utm_medium=gmb&utm_id=web,"Barcelona, Spain",,,restaurant
Restaurant Ibid,hello@restaurantibid.com,9151 8698,https://www.restaurantibid.com/,Singapore,,,asian fusion restaurant
Kimchi Dining | Korean Restaurant Singapore,business@initia.sg,9113 7090,https://initia.sg/pages/kimchi-dining,Singapore,,,korean restaurant
Eden Restaurant,henrik.hansson@accor.com,6603 8888,https://restaurantsandbars.accor.com/en/restaurant/B9H8_R001,Singapore,,,restaurant
Dusk @ Mount Faber Peak,guestrelations@mflg.com.sg,6361 0088,https://mountfaberdining.com/pages/dusk,Singapore,,,restaurant
NOX - Dine in the Dark,enquiries@noxdineinthedark.com,6298 0708,https://www.noxdineinthedark.com/,Singapore,,,european restaurant
Tora Tora Tora Japanese Restaurant Singapore,roar@toratoratora.sg,9852 9148,https://www.toratoratora.sg/,Singapore,,,japanese restaurant
The Halia at Singapore Botanic Gardens,general.hsbg@thehalia.com,8444 1148,http://www.thehalia.com/,Singapore,,,restaurant
Cappadocia Turkish & Mediterranean Restaurant,cappadocia.sg@gmail.com,8357 3861,https://www.cappasg.net/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,Singapore,,,turkish restaurant
Kaya at The Standard,kayaatthestandard@standardhotels.com,8858 7463,http://www.kayaatthestandard.com/,Singapore,,,restaurant
Onslow,info@onslow.nz,09 930 9123,http://www.onslow.nz/,"Auckland, New Zealand",,,fine dining restaurant
alma,info@alma.nz,09 242 1570,http://www.alma.nz/,"Auckland, New Zealand",,,restaurant
Amano,info@amano.nz,09 394 1416,https://savor.co.nz/amano,"Auckland, New Zealand",,,restaurant
Depot,hello@eatatdepot.co.nz,09 363 7048,https://depoteatery.co.nz/,"Auckland, New Zealand",,,restaurant
Culprit.,hello@culprit.co.nz,09 377 5992,http://www.culpritdiningroom.co.nz/,"Auckland, New Zealand",,,restaurant
Hello Beasty,emma@hellobeasty.nz,021 554 496,http://hellobeasty.nz/,"Auckland, New Zealand",,,restaurant
The Conservatory,nowreservations@theconservatory.co.nz,09 307 2222,http://www.theconservatory.co.nz/,"Auckland, New Zealand",,,restaurant
Baduzzi,info@baduzzi.co.nz,09 309 9339,http://www.baduzzi.co.nz/,"Auckland, New Zealand",,,italian restaurant
Paris Butter,reservations@parisbutter.co.nz,09 376 5597,http://www.parisbutter.co.nz/,"Auckland, New Zealand",,,restaurant
Gilt Brasserie,hello@giltbrasserie.nz,09 300 3126,https://giltbrasserie.nz/,"Auckland, New Zealand",,,restaurant
Onemata,onemata@hyatt.com,09 366 2500,https://onematarestaurant.co.nz/,"Auckland, New Zealand",,,restaurant
The French Cafe,info@sidatthefrenchcafe.co.nz,09 377 1911,https://www.thefrenchcafe.co.nz/,"Auckland, New Zealand",,,fine dining restaurant
Ortolana,ortolana@savorgroup.co.nz,09 368 9487,http://ortolana.co.nz/,"Auckland, New Zealand",,,italian restaurant
kingi,kingi@thehotelbritomart.com,09 300 9596,http://www.kingibritomart.com/,"Auckland, New Zealand",,,restaurant
Don Julio Parrilla,info@parrilladonjulio.com.ar,011 4831-9564,https://www.parrilladonjulio.com/,"Buenos Aires, Argentina",,,restaurant
El Gran Paraiso,info@granparaiso.com.ar,011 15-2730-8488,https://granparaiso.com.ar/,"Buenos Aires, Argentina",,,argentinian restaurant
Parrilla Cero5,info@parrillacero5.com.ar,011 5110-2962,http://www.parrillacero5.com/,"Buenos Aires, Argentina",,,restaurant
Mishiguene,info@mishiguene.com,011 15-7216-1226,https://mishiguenerestaurant.com/,"Buenos Aires, Argentina",,,fine dining restaurant
Café De Tacuba,reservaciones@cafedetacuba.mx,729 772 3921,http://cafedetacuba.mx/,"Mexico City, Mexico",,,restaurant
Rosa Negra,contacto@gruporosanegra.com.mx,55 5282 2603,https://www.rosanegra.com.mx/restaurantes-polanco-mexico-city-restaurants?utm_source=organic&utm_medium=gmb&utm_campaign=rosapolanco&ot_source=gmb_2834_rnp,"Mexico City, Mexico",,,latin american restaurant
Casa Prime Hilton Centro Histórico,contacto@mexicohg.com,55 9990 5865,https://casaprime.com.mx/,"Mexico City, Mexico",,,restaurant
Contramar,info@redcontramar.com,55 5514 9217,http://www.contramar.com.mx/,"Mexico City, Mexico",,,seafood restaurant
Chapulín,mexico_reservaciones@grupopresidente.com,55 4170 9318,https://chapulinrestaurante.com.mx/,"Mexico City, Mexico",,,mexican restaurant
Miralto Restaurante,info@miralto.com.mx,55 5518 1710,http://miralto.com.mx/,"Mexico City, Mexico",,,restaurant
CÉ LA VI,events-dxb@celavi.com,04 582 6111,https://dxb.celavi.com/,"Dubai, UAE",,,restaurant
Alba Restaurant Dubai,alba@metafoodiesgroup.com,058 147 9888,https://alba.metafoodiesgroup.com/,"Dubai, UAE",,,japanese restaurant
NAZCAA,reservations@nazcaa.com,04 542 4200,http://nazcaa.com/,"Dubai, UAE",,,restaurant
Trèsind Dubai,tresind@passionfandb.com,800 1604,https://tresind.com/dubai,"Dubai, UAE",,,fine dining restaurant
The Banc Dubai - Restaurant & Bar,reservations@thebanc.ae,04 566 2262,https://thebanc.ae/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,"Dubai, UAE",,,restaurant
Jamavar Dubai,reservations@jamavardubai.com,04 553 7852,https://jamavarrestaurants.com/indian-restaurant-dubai/,"Dubai, UAE",,,indian restaurant
11 Woodfire,info@11woodfire.com,04 491 9000,http://www.11woodfire.com/,"Dubai, UAE",,,fine dining restaurant
Maison De Curry | Restaurant with the best views of Burj Khalifa & Dubai Fountains,mdc@passionfandb.com,052 406 6183,https://maisondecurry.com/,"Dubai, UAE",,,restaurant
Jovee - Japanese & European Restaurant,info@joveedubai.com,050 786 8343,https://www.joveedubai.com/,"Dubai, UAE",,,restaurant
Bisou Restaurant Dubai,bisou@metafoodiesgroup.com,058 140 6888,https://bisou.metafoodiesgroup.com/,"Dubai, UAE",,,restaurant
Krasota Dubai Restaurant,dubai@krasota.art,04 433 1258,https://bit.ly/krasota_reservation,"Dubai, UAE",,,restaurant
The Refuge,refugemcr@ihg.com,0161 233 5151,http://www.refugemcr.co.uk/,"Manchester, UK",,,restaurant
Tattu Manchester,manchester@tattu.co.uk,0161 819 2060,https://tattu.co.uk/locations/manchester/,"Manchester, UK",,,chinese restaurant
Blacklock Manchester,manchester@theblacklock.com,0161 414 0225,https://theblacklock.com/restaurants/manchester/,"Manchester, UK",,,restaurant
Grand Pacific,info@grandpacificrestaurant.co.uk,0161 839 9365,https://grandpacificrestaurant.co.uk/,"Manchester, UK",,,restaurant
Hawksmoor Manchester,manchester@thehawksmoor.com,0161 836 6980,https://thehawksmoor.com/locations/manchester/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"Manchester, UK",,,seafood restaurant
Lucky Cat by Gordon Ramsay - Manchester,luckycatmanchester@gordonramsay.com,0161 424 9150,https://www.gordonramsayrestaurants.com/lucky-cat-manchester/?utm_source=gmb&utm_medium=uberall&utm_campaign=business_profile,"Manchester, UK",,,restaurant
Vincenzo Trattoria,hello@vincenzomanchester.co.uk,0161 833 1000,http://www.vincenzomanchester.co.uk/,"Manchester, UK",,,italian restaurant
"Fenix Restaurant and Bar, Manchester",manchester@fenixrestaurants.com,0161 646 0321,http://www.fenixrestaurants.com/,"Manchester, UK",,,restaurant
Another hand,enquiries@anotherhandmcr.com,0161 834 2988,http://anotherhandmcr.com/,"Manchester, UK",,,restaurant
10 Tib Lane,bookings@10tiblane.com,0161 833 1034,https://www.10tiblane.com/,"Manchester, UK",,,restaurant
MAYA,reservations@mayamanchester.com,0161 517 0000,https://www.mayamanchester.com/,"Manchester, UK",,,restaurant
SANGAM MANCHESTER,manchester@sangam.co.uk,0161 236 1313,https://www.sangam.co.uk/restaurants/sangam-manchester-city-centre/book-sangam-manchester/,"Manchester, UK",,,indian restaurant
Tapas Molecular Bar,motyo-reservations@mohg.com,03-3270-8188,https://www.mandarinoriental.com/en/tokyo/nihonbashi/dine/tapas-molecular-bar?htl=MOTYO&kw=MOTYO_tapas&eng=google&src=local,"Tokyo, Japan",,,tapas restaurant
Sushi Yuu,daisuke0625@gmail.com,03-3403-6467,http://sushiyuu.com/,"Tokyo, Japan",,,sushi restaurant
Hinokizaka,rc.tyorz.restaurant.sales@ritzcarlton.com,03-6434-8711,https://hinokizaka.ritzcarltontokyo.com/,"Tokyo, Japan",,,sushi restaurant
Gallops Restaurant,info@gallopsrestaurant.com,022 6960 0111,https://gallopsrestaurant.com/,"Mumbai, India",,,fine dining restaurant
Trèsind Mumbai,tresindin@passionfandb.com,089280 00058,https://www.tresind.com/mumbai,"Mumbai, India",,,fine dining restaurant
Indian Accent Mumbai,reservations.mum@indianaccent.com,022 3525 1500,https://www.indianaccent.com/mumbai,"Mumbai, India",,,indian restaurant
Veranda Bandra - Modern Indian Restaurant & Rooftop Bar,verandabandra@gmail.com,098200 27867,http://theveranda.in/,"Mumbai, India",,,indian restaurant
Ziya Restaurant,reservations.nailafort@oberoihotels.com,022 6632 6210,https://www.oberoihotels.com/hotels-in-mumbai/dining/ziya/?utm_source=GMBlisting&utm_medium=organic,"Mumbai, India",,,north indian restaurant
Peshwa Pavilion,reservations@itchotels.com,022 2830 3030,https://www.itchotels.com/in/en/itcmaratha-mumbai?utm_source=google&utm_medium=organic%20Search&utm_term=itcmaratha%20Restaurants&utm_campaign=listing,"Mumbai, India",,,buffet restaurant
Namak - Indian Specialty Restaurant,reservations@saharastar.com,022 3989 5000,https://www.saharastar.com/dining/namak-indian-specialty.html,"Mumbai, India",,,fine dining restaurant
Bombay Brasserie Colaba,marketing@bombay-brasserie.in,086559 79257,http://bombaybrasserie.in/,"Mumbai, India",,,restaurant
Tanatan Shivaji Park,amit.libra2007@gmail.com,086575 75329,https://tanatan.co/tanatan-shivaji-park/,"Mumbai, India",,,north indian restaurant
Terraço Jardins,terraco.jardins@marriott.com,(11) 97607-6586,https://www.restauranteterracojardins.com.br/,"São Paulo, Brazil",,,restaurant
Jiquitaia,contato@jiquitaia.com.br,(11) 3051-5638,http://jiquitaia.com.br,"São Paulo, Brazil",,,brazilian restaurant
Tordesilhas,tordesilhas@tordesilhas.com,(11) 3107-7444,http://www.tordesilhas.com/,"São Paulo, Brazil",,,brazilian restaurant
Banzeiro Restaurant - São Paulo,banzeirosp@grupobanzeiro.com.br,(11) 2501-4777,https://grupobanzeiro.com.br/banzeiro-sao-paulo/,"São Paulo, Brazil",,,brazilian restaurant
D.O.M.,dom@domrestaurante.com.br,(11) 96918-9947,http://domrestaurante.com.br/,"São Paulo, Brazil",,,fine dining restaurant
Dalva e Dito,eventos@dalvaedito.com.br,(11) 3068-4444,http://www.dalvaedito.com.br/,"São Paulo, Brazil",,,brazilian restaurant
Esther Rooftop,contato@estherrooftop.com.br,(11) 3256-1009,https://www.estherrooftop.com.br/,"São Paulo, Brazil",,,french restaurant
Tanit,elviraviedma@gmail.com,(11) 3062-6385,http://restaurantetanit.com.br/,"São Paulo, Brazil",,,spanish restaurant
TARAZ,saopaulo.restaurantes@rosewoodhotels.com,(11) 3797-0500,https://www.rosewoodhotels.com/pt/sao-paulo/dining/taraz,"São Paulo, Brazil",,,south american restaurant
Storia D'Amore zona T,info@restaurantestoriadamore.com,(601) 5085809,https://co.restaurantestoriadamore.com/,"Bogotá, Colombia",,,italian restaurant
La Brasserie,labrasserie@dlksa.net,313 8894213,https://labrasserierestaurante.com/,"Bogotá, Colombia",,,restaurant
Andrés D.C. Bogotá,basesdedatos@andrescarnederes.com,315 3559096,http://www.andrescarnederes.com/andres-dc,"Bogotá, Colombia",,,colombian restaurant
Prudencia,prudenciareservas@gmail.com,(601) 3941678,http://prudencia.net/,"Bogotá, Colombia",,,restaurant
Cacio & Pepe,contacto@takami.co,(601) 6447766,https://takami.co/,"Bogotá, Colombia",,,italian restaurant
Miel De Agave Phoenix,martin@lamieldeagave.com,(480) 690-2872,https://www.lamieldeagave.com/,"Phoenix, USA",,,steak house
First & Last,hello@firstandlastphx.com,(602) 975-8297,http://www.firstandlastphx.com/,"Phoenix, USA",,,fine dining restaurant
The Farish House,eat@farishhouse.com,(602) 281-6659,https://farishhouse.com/?utm_source=google&utm_medium=local&utm_campaign=1,"Phoenix, USA",,,restaurant
